vaccination_id,country_id,date_administered,age_group,doses_given,dose_number
4607,4,2023-11-12,65+,33180,2
4608,4,2023-11-12,0-17,118336,1
4609,4,2023-11-19,0-17,94668,2
4610,4,2023-11-12,18-45,177306,1
4611,4,2023-11-19,18-45,141845,2
4612,4,2023-11-12,46-65,111022,1
4613,4,2023-11-19,46-65,88818,2
4614,4,2023-11-12,65+,81046,1
4615,4,2023-11-19,65+,64837,2
4616,4,2023-11-19,0-17,74634,1
4617,4,2023-11-26,0-17,59707,2
4618,4,2023-11-19,18-45,164083,1
4619,4,2023-11-26,18-45,131266,2
4620,4,2023-11-19,46-65,42518,1
4621,4,2023-11-26,46-65,34014,2
4622,4,2023-11-19,65+,45886,1
4623,4,2023-11-26,65+,36709,2
4624,4,2023-11-26,0-17,145647,1
4625,4,2023-12-03,0-17,116517,2
4626,4,2023-11-26,18-45,184814,1
4627,4,2023-12-03,18-45,147851,2
4628,4,2023-11-26,46-65,64955,1
4629,4,2023-12-03,46-65,51964,2
4630,4,2023-11-26,65+,62357,1
4631,4,2023-12-03,65+,49886,2
4632,4,2023-12-03,0-17,142322,1
4633,4,2023-12-10,0-17,113858,2
4634,4,2023-12-03,18-45,115156,1
4635,4,2023-12-10,18-45,92125,2
4636,4,2023-12-03,46-65,63587,1
4637,4,2023-12-10,46-65,50869,2
4638,4,2023-12-03,65+,75564,1
4639,4,2023-12-10,65+,60451,2
4640,4,2023-12-10,0-17,128349,1
4641,4,2023-12-17,0-17,102679,2
4642,4,2023-12-10,18-45,179734,1
4643,4,2023-12-17,18-45,143787,2
4644,4,2023-12-10,46-65,104092,1
4645,4,2023-12-17,46-65,83274,2
4646,4,2023-12-10,65+,72011,1
4647,4,2023-12-17,65+,57609,2
4648,4,2023-12-17,0-17,114046,1
4649,4,2023-12-24,0-17,91237,2
4650,4,2023-12-17,18-45,153990,1
4651,4,2023-12-24,18-45,123192,2
4652,4,2023-12-17,46-65,87709,1
4653,4,2023-12-24,46-65,70167,2
4654,4,2023-12-17,65+,50829,1
4655,4,2023-12-24,65+,40663,2
4656,4,2023-12-24,0-17,77821,1
4657,4,2023-12-31,0-17,62257,2
4658,4,2023-12-24,18-45,124652,1
4659,4,2023-12-31,18-45,99721,2
4660,4,2023-12-24,46-65,45996,1
4661,4,2023-12-31,46-65,36797,2
4662,4,2023-12-24,65+,36776,1
4663,4,2023-12-31,65+,29421,2
4664,5,2023-01-01,0-17,200166,1
4665,5,2023-01-08,0-17,160133,2
4666,5,2023-01-01,18-45,204911,1
4667,5,2023-01-08,18-45,163928,2
4668,5,2023-01-01,46-65,69988,1
4669,5,2023-01-08,46-65,55990,2
4670,5,2023-01-01,65+,44148,1
4671,5,2023-01-08,65+,35319,2
4672,5,2023-01-08,0-17,64143,1
4673,5,2023-01-15,0-17,51314,2
4674,5,2023-01-08,18-45,294455,1
4675,5,2023-01-15,18-45,235564,2
4676,5,2023-01-08,46-65,54311,1
4677,5,2023-01-15,46-65,43449,2
4678,5,2023-01-08,65+,103524,1
4679,5,2023-01-15,65+,82819,2
4680,5,2023-01-15,0-17,182579,1
4681,5,2023-01-22,0-17,146063,2
4682,5,2023-01-15,18-45,304268,1
4683,5,2023-01-22,18-45,243415,2
4684,5,2023-01-15,46-65,46387,1
4685,5,2023-01-22,46-65,37109,2
4686,5,2023-01-15,65+,62824,1
4687,5,2023-01-22,65+,50259,2
4688,5,2023-01-22,0-17,171827,1
4689,5,2023-01-29,0-17,137461,2
4690,5,2023-01-22,18-45,116101,1
4691,5,2023-01-29,18-45,92881,2
4692,5,2023-01-22,46-65,88761,1
4693,5,2023-01-29,46-65,71008,2
4694,5,2023-01-22,65+,46462,1
4695,5,2023-01-29,65+,37170,2
4696,5,2023-01-29,0-17,181990,1
4697,5,2023-02-05,0-17,145592,2
4698,5,2023-01-29,18-45,276121,1
4699,5,2023-02-05,18-45,220897,2
4700,5,2023-01-29,46-65,142804,1
4701,5,2023-02-05,46-65,114243,2
4702,5,2023-01-29,65+,46771,1
4703,5,2023-02-05,65+,37417,2
4704,5,2023-02-05,0-17,120475,1
4705,5,2023-02-12,0-17,96380,2
4706,5,2023-02-05,18-45,186057,1
4707,5,2023-02-12,18-45,148845,2
4708,5,2023-02-05,46-65,126218,1
4709,5,2023-02-12,46-65,100974,2
4710,5,2023-02-05,65+,53521,1
4711,5,2023-02-12,65+,42816,2
4712,5,2023-02-12,0-17,121495,1
4713,5,2023-02-19,0-17,97196,2
4714,5,2023-02-12,18-45,154572,1
4715,5,2023-02-19,18-45,123658,2
4716,5,2023-02-12,46-65,135240,1
4717,5,2023-02-19,46-65,108192,2
4718,5,2023-02-12,65+,73340,1
4719,5,2023-02-19,65+,58672,2
4720,5,2023-02-19,0-17,135529,1
4721,5,2023-02-26,0-17,108423,2
4722,5,2023-02-19,18-45,160708,1
4723,5,2023-02-26,18-45,128566,2
4724,5,2023-02-19,46-65,142751,1
4725,5,2023-02-26,46-65,114201,2
4726,5,2023-02-19,65+,75223,1
4727,5,2023-02-26,65+,60179,2
4728,5,2023-02-26,0-17,182578,1
4729,5,2023-03-05,0-17,146063,2
4730,5,2023-02-26,18-45,175302,1
4731,5,2023-03-05,18-45,140241,2
4732,5,2023-02-26,46-65,160065,1
4733,5,2023-03-05,46-65,128052,2
4734,5,2023-02-26,65+,123547,1
4735,5,2023-03-05,65+,98837,2
4736,5,2023-03-05,0-17,124226,1
4737,5,2023-03-12,0-17,99381,2
4738,5,2023-03-05,18-45,153783,1
4739,5,2023-03-12,18-45,123027,2
4740,5,2023-03-05,46-65,89405,1
4741,5,2023-03-12,46-65,71524,2
4742,5,2023-03-05,65+,80703,1
4743,5,2023-03-12,65+,64562,2
4744,5,2023-03-12,0-17,203072,1
4745,5,2023-03-19,0-17,162458,2
4746,5,2023-03-12,18-45,287570,1
4747,5,2023-03-19,18-45,230056,2
4748,5,2023-03-12,46-65,141831,1
4749,5,2023-03-19,46-65,113464,2
4750,5,2023-03-12,65+,44227,1
4751,5,2023-03-19,65+,35381,2
4752,5,2023-03-19,0-17,91150,1
4753,5,2023-03-26,0-17,72920,2
4754,5,2023-03-19,18-45,243640,1
4755,5,2023-03-26,18-45,194912,2
4756,5,2023-03-19,46-65,150938,1
4757,5,2023-03-26,46-65,120751,2
4758,5,2023-03-19,65+,83242,1
4759,5,2023-03-26,65+,66593,2
4760,5,2023-03-26,0-17,68116,1
4761,5,2023-04-02,0-17,54493,2
4762,5,2023-03-26,18-45,294821,1
4763,5,2023-04-02,18-45,235856,2
4764,5,2023-03-26,46-65,148069,1
4765,5,2023-04-02,46-65,118455,2
4766,5,2023-03-26,65+,57977,1
4767,5,2023-04-02,65+,46382,2
4768,5,2023-04-02,0-17,171328,1
4769,5,2023-04-09,0-17,137063,2
4770,5,2023-04-02,18-45,151538,1
4771,5,2023-04-09,18-45,121230,2
4772,5,2023-04-02,46-65,154837,1
4773,5,2023-04-09,46-65,123870,2
4774,5,2023-04-02,65+,45066,1
4775,5,2023-04-09,65+,36052,2
4776,5,2023-04-09,0-17,120444,1
4777,5,2023-04-16,0-17,96355,2
4778,5,2023-04-09,18-45,319952,1
4779,5,2023-04-16,18-45,255961,2
4780,5,2023-04-09,46-65,69424,1
4781,5,2023-04-16,46-65,55539,2
4782,5,2023-04-09,65+,73546,1
4783,5,2023-04-16,65+,58837,2
4784,5,2023-04-16,0-17,106711,1
4785,5,2023-04-23,0-17,85369,2
4786,5,2023-04-16,18-45,90005,1
4787,5,2023-04-23,18-45,72004,2
4788,5,2023-04-16,46-65,48326,1
4789,5,2023-04-23,46-65,38660,2
4790,5,2023-04-16,65+,78317,1
4791,5,2023-04-23,65+,62653,2
4792,5,2023-04-23,0-17,88928,1
4793,5,2023-04-30,0-17,71142,2
4794,5,2023-04-23,18-45,331981,1
4795,5,2023-04-30,18-45,265584,2
4796,5,2023-04-23,46-65,88535,1
4797,5,2023-04-30,46-65,70828,2
4798,5,2023-04-23,65+,33894,1
4799,5,2023-04-30,65+,27115,2
4800,5,2023-04-30,0-17,197534,1
4801,5,2023-05-07,0-17,158027,2
4802,5,2023-04-30,18-45,293141,1
4803,5,2023-05-07,18-45,234513,2
4804,5,2023-04-30,46-65,122917,1
4805,5,2023-05-07,46-65,98334,2
4806,5,2023-04-30,65+,105447,1
4807,5,2023-05-07,65+,84357,2
4808,5,2023-05-07,0-17,73586,1
4809,5,2023-05-14,0-17,58869,2
4810,5,2023-05-07,18-45,155060,1
4811,5,2023-05-14,18-45,124048,2
4812,5,2023-05-07,46-65,145394,1
4813,5,2023-05-14,46-65,116315,2
4814,5,2023-05-07,65+,96511,1
4815,5,2023-05-14,65+,77209,2
4816,5,2023-05-14,0-17,73773,1
4817,5,2023-05-21,0-17,59018,2
4818,5,2023-05-14,18-45,259730,1
4819,5,2023-05-21,18-45,207784,2
4820,5,2023-05-14,46-65,97746,1
4821,5,2023-05-21,46-65,78197,2
4822,5,2023-05-14,65+,31743,1
4823,5,2023-05-21,65+,25395,2
4824,5,2023-05-21,0-17,64465,1
4825,5,2023-05-28,0-17,51572,2
4826,5,2023-05-21,18-45,147321,1
4827,5,2023-05-28,18-45,117857,2
4828,5,2023-05-21,46-65,146044,1
4829,5,2023-05-28,46-65,116835,2
4830,5,2023-05-21,65+,82704,1
4831,5,2023-05-28,65+,66163,2
4832,5,2023-05-28,0-17,165721,1
4833,5,2023-06-04,0-17,132577,2
4834,5,2023-05-28,18-45,215286,1
4835,5,2023-06-04,18-45,172229,2
4836,5,2023-05-28,46-65,55567,1
4837,5,2023-06-04,46-65,44454,2
4838,5,2023-05-28,65+,58262,1
4839,5,2023-06-04,65+,46609,2
4840,5,2023-06-04,0-17,99143,1
4841,5,2023-06-11,0-17,79314,2
4842,5,2023-06-04,18-45,95275,1
4843,5,2023-06-11,18-45,76220,2
4844,5,2023-06-04,46-65,94149,1
4845,5,2023-06-11,46-65,75319,2
4846,5,2023-06-04,65+,105683,1
4847,5,2023-06-11,65+,84546,2
4848,5,2023-06-11,0-17,123513,1
4849,5,2023-06-18,0-17,98810,2
4850,5,2023-06-11,18-45,111053,1
4851,5,2023-06-18,18-45,88842,2
4852,5,2023-06-11,46-65,154817,1
4853,5,2023-06-18,46-65,123854,2
4854,5,2023-06-11,65+,87198,1
4855,5,2023-06-18,65+,69758,2
4856,5,2023-06-18,0-17,54654,1
4857,5,2023-06-25,0-17,43723,2
4858,5,2023-06-18,18-45,212187,1
4859,5,2023-06-25,18-45,169750,2
4860,5,2023-06-18,46-65,71912,1
4861,5,2023-06-25,46-65,57529,2
4862,5,2023-06-18,65+,44712,1
4863,5,2023-06-25,65+,35770,2
4864,5,2023-06-25,0-17,119157,1
4865,5,2023-07-02,0-17,95326,2
4866,5,2023-06-25,18-45,237047,1
4867,5,2023-07-02,18-45,189637,2
4868,5,2023-06-25,46-65,71740,1
4869,5,2023-07-02,46-65,57392,2
4870,5,2023-06-25,65+,70306,1
4871,5,2023-07-02,65+,56245,2
4872,5,2023-07-02,0-17,155899,1
4873,5,2023-07-09,0-17,124719,2
4874,5,2023-07-02,18-45,104742,1
4875,5,2023-07-09,18-45,83793,2
4876,5,2023-07-02,46-65,163506,1
4877,5,2023-07-09,46-65,130805,2
4878,5,2023-07-02,65+,37596,1
4879,5,2023-07-09,65+,30077,2
4880,5,2023-07-09,0-17,134286,1
4881,5,2023-07-16,0-17,107429,2
4882,5,2023-07-09,18-45,210175,1
4883,5,2023-07-16,18-45,168140,2
4884,5,2023-07-09,46-65,165216,1
4885,5,2023-07-16,46-65,132173,2
4886,5,2023-07-09,65+,83205,1
4887,5,2023-07-16,65+,66564,2
4888,5,2023-07-16,0-17,113097,1
4889,5,2023-07-23,0-17,90477,2
4890,5,2023-07-16,18-45,200877,1
4891,5,2023-07-23,18-45,160701,2
4892,5,2023-07-16,46-65,121131,1
4893,5,2023-07-23,46-65,96905,2
4894,5,2023-07-16,65+,123228,1
4895,5,2023-07-23,65+,98582,2
4896,5,2023-07-23,0-17,91720,1
4897,5,2023-07-30,0-17,73376,2
4898,5,2023-07-23,18-45,87398,1
4899,5,2023-07-30,18-45,69918,2
4900,5,2023-07-23,46-65,140238,1
4901,5,2023-07-30,46-65,112190,2
4902,5,2023-07-23,65+,63578,1
4903,5,2023-07-30,65+,50862,2
4904,5,2023-07-30,0-17,166613,1
4905,5,2023-08-06,0-17,133290,2
4906,5,2023-07-30,18-45,240409,1
4907,5,2023-08-06,18-45,192327,2
4908,5,2023-07-30,46-65,138111,1
4909,5,2023-08-06,46-65,110488,2
4910,5,2023-07-30,65+,100178,1
4911,5,2023-08-06,65+,80142,2
4912,5,2023-08-06,0-17,104044,1
4913,5,2023-08-13,0-17,83235,2
4914,5,2023-08-06,18-45,94421,1
4915,5,2023-08-13,18-45,75537,2
4916,5,2023-08-06,46-65,109923,1
4917,5,2023-08-13,46-65,87939,2
4918,5,2023-08-06,65+,107521,1
4919,5,2023-08-13,65+,86017,2
4920,5,2023-08-13,0-17,79444,1
4921,5,2023-08-20,0-17,63555,2
4922,5,2023-08-13,18-45,278132,1
4923,5,2023-08-20,18-45,222506,2
4924,5,2023-08-13,46-65,99749,1
4925,5,2023-08-20,46-65,79799,2
4926,5,2023-08-13,65+,96447,1
4927,5,2023-08-20,65+,77158,2
4928,5,2023-08-20,0-17,150799,1
4929,5,2023-08-27,0-17,120639,2
4930,5,2023-08-20,18-45,286221,1
4931,5,2023-08-27,18-45,228977,2
4932,5,2023-08-20,46-65,49556,1
4933,5,2023-08-27,46-65,39645,2
4934,5,2023-08-20,65+,104022,1
4935,5,2023-08-27,65+,83218,2
4936,5,2023-08-27,0-17,123601,1
4937,5,2023-09-03,0-17,98881,2
4938,5,2023-08-27,18-45,156701,1
4939,5,2023-09-03,18-45,125361,2
4940,5,2023-08-27,46-65,47144,1
4941,5,2023-09-03,46-65,37715,2
4942,5,2023-08-27,65+,49952,1
4943,5,2023-09-03,65+,39962,2
4944,5,2023-09-03,0-17,58634,1
4945,5,2023-09-10,0-17,46907,2
4946,5,2023-09-03,18-45,316691,1
4947,5,2023-09-10,18-45,253353,2
4948,5,2023-09-03,46-65,106094,1
4949,5,2023-09-10,46-65,84875,2
4950,5,2023-09-03,65+,123986,1
4951,5,2023-09-10,65+,99189,2
4952,5,2023-09-10,0-17,136938,1
4953,5,2023-09-17,0-17,109550,2
4954,5,2023-09-10,18-45,146669,1
4955,5,2023-09-17,18-45,117335,2
4956,5,2023-09-10,46-65,135834,1
4957,5,2023-09-17,46-65,108667,2
4958,5,2023-09-10,65+,49168,1
4959,5,2023-09-17,65+,39334,2
4960,5,2023-09-17,0-17,107865,1
4961,5,2023-09-24,0-17,86292,2
4962,5,2023-09-17,18-45,278557,1
4963,5,2023-09-24,18-45,222846,2
4964,5,2023-09-17,46-65,149898,1
4965,5,2023-09-24,46-65,119919,2
4966,5,2023-09-17,65+,62371,1
4967,5,2023-09-24,65+,49896,2
4968,5,2023-09-24,0-17,71536,1
4969,5,2023-10-01,0-17,57228,2
4970,5,2023-09-24,18-45,175346,1
4971,5,2023-10-01,18-45,140277,2
4972,5,2023-09-24,46-65,152860,1
4973,5,2023-10-01,46-65,122288,2
4974,5,2023-09-24,65+,100940,1
4975,5,2023-10-01,65+,80752,2
4976,5,2023-10-01,0-17,191879,1
4977,5,2023-10-08,0-17,153503,2
4978,5,2023-10-01,18-45,180003,1
4979,5,2023-10-08,18-45,144002,2
4980,5,2023-10-01,46-65,163390,1
4981,5,2023-10-08,46-65,130712,2
4982,5,2023-10-01,65+,77772,1
4983,5,2023-10-08,65+,62218,2
4984,5,2023-10-08,0-17,129827,1
4985,5,2023-10-15,0-17,103862,2
4986,5,2023-10-08,18-45,314426,1
4987,5,2023-10-15,18-45,251541,2
4988,5,2023-10-08,46-65,106581,1
4989,5,2023-10-15,46-65,85265,2
4990,5,2023-10-08,65+,106362,1
4991,5,2023-10-15,65+,85090,2
4992,5,2023-10-15,0-17,165698,1
4993,5,2023-10-22,0-17,132558,2
4994,5,2023-10-15,18-45,103070,1
4995,5,2023-10-22,18-45,82456,2
4996,5,2023-10-15,46-65,116979,1
4997,5,2023-10-22,46-65,93583,2
4998,5,2023-10-15,65+,108349,1
4999,5,2023-10-22,65+,86679,2
5000,5,2023-10-22,0-17,137320,1
5001,5,2023-10-29,0-17,109856,2
5002,5,2023-10-22,18-45,163644,1
5003,5,2023-10-29,18-45,130915,2
5004,5,2023-10-22,46-65,51677,1
5005,5,2023-10-29,46-65,41342,2
5006,5,2023-10-22,65+,93215,1
5007,5,2023-10-29,65+,74572,2
5008,5,2023-10-29,0-17,99978,1
5009,5,2023-11-05,0-17,79982,2
5010,5,2023-10-29,18-45,234000,1
5011,5,2023-11-05,18-45,187200,2
5012,5,2023-10-29,46-65,94935,1
5013,5,2023-11-05,46-65,75948,2
5014,5,2023-10-29,65+,95920,1
5015,5,2023-11-05,65+,76736,2
5016,5,2023-11-05,0-17,107017,1
5017,5,2023-11-12,0-17,85614,2
5018,5,2023-11-05,18-45,93926,1
5019,5,2023-11-12,18-45,75141,2
5020,5,2023-11-05,46-65,150428,1
5021,5,2023-11-12,46-65,120343,2
5022,5,2023-11-05,65+,64305,1
5023,5,2023-11-12,65+,51444,2
5024,5,2023-11-12,0-17,208054,1
5025,5,2023-11-19,0-17,166443,2
5026,5,2023-11-12,18-45,151979,1
5027,5,2023-11-19,18-45,121583,2
5028,5,2023-11-12,46-65,164178,1
5029,5,2023-11-19,46-65,131342,2
5030,5,2023-11-12,65+,120121,1
5031,5,2023-11-19,65+,96097,2
5032,5,2023-11-19,0-17,63811,1
5033,5,2023-11-26,0-17,51049,2
5034,5,2023-11-19,18-45,242723,1
5035,5,2023-11-26,18-45,194178,2
5036,5,2023-11-19,46-65,87084,1
5037,5,2023-11-26,46-65,69667,2
5038,5,2023-11-19,65+,106358,1
5039,5,2023-11-26,65+,85086,2
5040,5,2023-11-26,0-17,158249,1
5041,5,2023-12-03,0-17,126599,2
5042,5,2023-11-26,18-45,321546,1
5043,5,2023-12-03,18-45,257237,2
5044,5,2023-11-26,46-65,59517,1
5045,5,2023-12-03,46-65,47613,2
5046,5,2023-11-26,65+,88214,1
5047,5,2023-12-03,65+,70571,2
5048,5,2023-12-03,0-17,174171,1
5049,5,2023-12-10,0-17,139337,2
5050,5,2023-12-03,18-45,92037,1
5051,5,2023-12-10,18-45,73630,2
5052,5,2023-12-03,46-65,50073,1
5053,5,2023-12-10,46-65,40058,2
5054,5,2023-12-03,65+,104240,1
5055,5,2023-12-10,65+,83392,2
5056,5,2023-12-10,0-17,109327,1
5057,5,2023-12-17,0-17,87462,2
5058,5,2023-12-10,18-45,179055,1
5059,5,2023-12-17,18-45,143244,2
5060,5,2023-12-10,46-65,112577,1
5061,5,2023-12-17,46-65,90062,2
5062,5,2023-12-10,65+,87981,1
5063,5,2023-12-17,65+,70385,2
5064,5,2023-12-17,0-17,158194,1
5065,5,2023-12-24,0-17,126555,2
5066,5,2023-12-17,18-45,320555,1
5067,5,2023-12-24,18-45,256444,2
5068,5,2023-12-17,46-65,88172,1
5069,5,2023-12-24,46-65,70538,2
5070,5,2023-12-17,65+,102794,1
5071,5,2023-12-24,65+,82235,2
5072,5,2023-12-24,0-17,141765,1
5073,5,2023-12-31,0-17,113412,2
5074,5,2023-12-24,18-45,215708,1
5075,5,2023-12-31,18-45,172567,2
5076,5,2023-12-24,46-65,91425,1
5077,5,2023-12-31,46-65,73140,2
5078,5,2023-12-24,65+,92150,1
5079,5,2023-12-31,65+,73720,2
5080,6,2023-01-01,0-17,48383,1
5081,6,2023-01-08,0-17,38706,2
5082,6,2023-01-01,18-45,59331,1
5083,6,2023-01-08,18-45,47465,2
5084,6,2023-01-01,46-65,70980,1
5085,6,2023-01-08,46-65,56784,2
5086,6,2023-01-01,65+,41451,1
5087,6,2023-01-08,65+,33161,2
5088,6,2023-01-08,0-17,59785,1
5089,6,2023-01-15,0-17,47828,2
5090,6,2023-01-08,18-45,118854,1
5091,6,2023-01-15,18-45,95083,2
5092,6,2023-01-08,46-65,39514,1
5093,6,2023-01-15,46-65,31611,2
5094,6,2023-01-08,65+,29561,1
5095,6,2023-01-15,65+,23649,2
5096,6,2023-01-15,0-17,64706,1
5097,6,2023-01-22,0-17,51764,2
5098,6,2023-01-15,18-45,176580,1
5099,6,2023-01-22,18-45,141264,2
5100,6,2023-01-15,46-65,41094,1
5101,6,2023-01-22,46-65,32875,2
5102,6,2023-01-15,65+,62239,1
5103,6,2023-01-22,65+,49791,2
5104,6,2023-01-22,0-17,68434,1
5105,6,2023-01-29,0-17,54747,2
5106,6,2023-01-22,18-45,60551,1
5107,6,2023-01-29,18-45,48441,2
5108,6,2023-01-22,46-65,78759,1
5109,6,2023-01-29,46-65,63007,2
5110,6,2023-01-22,65+,39110,1
5111,6,2023-01-29,65+,31288,2
5112,6,2023-01-29,0-17,102255,1
5113,6,2023-02-05,0-17,81804,2
5114,6,2023-01-29,18-45,103375,1
5115,6,2023-02-05,18-45,82700,2
5116,6,2023-01-29,46-65,27962,1
5117,6,2023-02-05,46-65,22369,2
5118,6,2023-01-29,65+,50559,1
5119,6,2023-02-05,65+,40447,2
5120,6,2023-02-05,0-17,97842,1
5121,6,2023-02-12,0-17,78274,2
5122,6,2023-02-05,18-45,86706,1
5123,6,2023-02-12,18-45,69364,2
5124,6,2023-02-05,46-65,45201,1
5125,6,2023-02-12,46-65,36161,2
5126,6,2023-02-05,65+,19833,1
5127,6,2023-02-12,65+,15866,2
5128,6,2023-02-12,0-17,72665,1
5129,6,2023-02-19,0-17,58132,2
5130,6,2023-02-12,18-45,162632,1
5131,6,2023-02-19,18-45,130105,2
5132,6,2023-02-12,46-65,78662,1
5133,6,2023-02-19,46-65,62929,2
5134,6,2023-02-12,65+,52047,1
5135,6,2023-02-19,65+,41637,2
5136,6,2023-02-19,0-17,104632,1
5137,6,2023-02-26,0-17,83706,2
5138,6,2023-02-19,18-45,128950,1
5139,6,2023-02-26,18-45,103160,2
5140,6,2023-02-19,46-65,74833,1
5141,6,2023-02-26,46-65,59866,2
5142,6,2023-02-19,65+,41935,1
5143,6,2023-02-26,65+,33548,2
5144,6,2023-02-26,0-17,37739,1
5145,6,2023-03-05,0-17,30191,2
5146,6,2023-02-26,18-45,70955,1
5147,6,2023-03-05,18-45,56764,2
5148,6,2023-02-26,46-65,31354,1
5149,6,2023-03-05,46-65,25083,2
5150,6,2023-02-26,65+,55959,1
5151,6,2023-03-05,65+,44767,2
5152,6,2023-03-05,0-17,29847,1
5153,6,2023-03-12,0-17,23878,2
5154,6,2023-03-05,18-45,117838,1
5155,6,2023-03-12,18-45,94270,2
5156,6,2023-03-05,46-65,46628,1
5157,6,2023-03-12,46-65,37302,2
5158,6,2023-03-05,65+,56621,1
5159,6,2023-03-12,65+,45296,2
5160,6,2023-03-12,0-17,73451,1
5161,6,2023-03-19,0-17,58761,2
5162,6,2023-03-12,18-45,125530,1
5163,6,2023-03-19,18-45,100424,2
5164,6,2023-03-12,46-65,27857,1
5165,6,2023-03-19,46-65,22285,2
5166,6,2023-03-12,65+,32002,1
5167,6,2023-03-19,65+,25601,2
5168,6,2023-03-19,0-17,110630,1
5169,6,2023-03-26,0-17,88504,2
5170,6,2023-03-19,18-45,139729,1
5171,6,2023-03-26,18-45,111783,2
5172,6,2023-03-19,46-65,57038,1
5173,6,2023-03-26,46-65,45630,2
5174,6,2023-03-19,65+,54903,1
5175,6,2023-03-26,65+,43922,2
5176,6,2023-03-26,0-17,96001,1
5177,6,2023-04-02,0-17,76801,2
5178,6,2023-03-26,18-45,54059,1
5179,6,2023-04-02,18-45,43247,2
5180,6,2023-03-26,46-65,86697,1
5181,6,2023-04-02,46-65,69358,2
5182,6,2023-03-26,65+,48587,1
5183,6,2023-04-02,65+,38869,2
5184,6,2023-04-02,0-17,65013,1
5185,6,2023-04-09,0-17,52010,2
5186,6,2023-04-02,18-45,134582,1
5187,6,2023-04-09,18-45,107665,2
5188,6,2023-04-02,46-65,45008,1
5189,6,2023-04-09,46-65,36006,2
5190,6,2023-04-02,65+,60321,1
5191,6,2023-04-09,65+,48256,2
5192,6,2023-04-09,0-17,92426,1
5193,6,2023-04-16,0-17,73941,2
5194,6,2023-04-09,18-45,129228,1
5195,6,2023-04-16,18-45,103383,2
5196,6,2023-04-09,46-65,34215,1
5197,6,2023-04-16,46-65,27372,2
5198,6,2023-04-09,65+,64718,1
5199,6,2023-04-16,65+,51774,2
5200,6,2023-04-16,0-17,63572,1
5201,6,2023-04-23,0-17,50858,2
5202,6,2023-04-16,18-45,165206,1
5203,6,2023-04-23,18-45,132164,2
5204,6,2023-04-16,46-65,25812,1
5205,6,2023-04-23,46-65,20649,2
5206,6,2023-04-16,65+,22782,1
5207,6,2023-04-23,65+,18226,2
5208,6,2023-04-23,0-17,40366,1
5209,6,2023-04-30,0-17,32292,2
5210,6,2023-04-23,18-45,66131,1
5211,6,2023-04-30,18-45,52905,2
5212,6,2023-04-23,46-65,43557,1
5213,6,2023-04-30,46-65,34845,2
5214,6,2023-04-23,65+,51923,1
5215,6,2023-04-30,65+,41538,2
5216,6,2023-04-30,0-17,56385,1
5217,6,2023-05-07,0-17,45108,2
5218,6,2023-04-30,18-45,169215,1
5219,6,2023-05-07,18-45,135372,2
5220,6,2023-04-30,46-65,81554,1
5221,6,2023-05-07,46-65,65243,2
5222,6,2023-04-30,65+,58726,1
5223,6,2023-05-07,65+,46981,2
5224,6,2023-05-07,0-17,48465,1
5225,6,2023-05-14,0-17,38772,2
5226,6,2023-05-07,18-45,128599,1
5227,6,2023-05-14,18-45,102879,2
5228,6,2023-05-07,46-65,58708,1
5229,6,2023-05-14,46-65,46966,2
5230,6,2023-05-07,65+,22833,1
5231,6,2023-05-14,65+,18266,2
5232,6,2023-05-14,0-17,52800,1
5233,6,2023-05-21,0-17,42240,2
5234,6,2023-05-14,18-45,115110,1
5235,6,2023-05-21,18-45,92088,2
5236,6,2023-05-14,46-65,55503,1
5237,6,2023-05-21,46-65,44402,2
5238,6,2023-05-14,65+,24997,1
5239,6,2023-05-21,65+,19998,2
5240,6,2023-05-21,0-17,105817,1
5241,6,2023-05-28,0-17,84654,2
5242,6,2023-05-21,18-45,64742,1
5243,6,2023-05-28,18-45,51793,2
5244,6,2023-05-21,46-65,65871,1
5245,6,2023-05-28,46-65,52697,2
5246,6,2023-05-21,65+,52486,1
5247,6,2023-05-28,65+,41989,2
5248,6,2023-05-28,0-17,77891,1
5249,6,2023-06-04,0-17,62313,2
5250,6,2023-05-28,18-45,156151,1
5251,6,2023-06-04,18-45,124921,2
5252,6,2023-05-28,46-65,59556,1
5253,6,2023-06-04,46-65,47645,2
5254,6,2023-05-28,65+,57695,1
5255,6,2023-06-04,65+,46156,2
5256,6,2023-06-04,0-17,30021,1
5257,6,2023-06-11,0-17,24016,2
5258,6,2023-06-04,18-45,50303,1
5259,6,2023-06-11,18-45,40242,2
5260,6,2023-06-04,46-65,64724,1
5261,6,2023-06-11,46-65,51779,2
5262,6,2023-06-04,65+,45322,1
5263,6,2023-06-11,65+,36257,2
5264,6,2023-06-11,0-17,81708,1
5265,6,2023-06-18,0-17,65367,2
5266,6,2023-06-11,18-45,146115,1
5267,6,2023-06-18,18-45,116892,2
5268,6,2023-06-11,46-65,49793,1
5269,6,2023-06-18,46-65,39834,2
5270,6,2023-06-11,65+,48420,1
5271,6,2023-06-18,65+,38736,2
5272,6,2023-06-18,0-17,69002,1
5273,6,2023-06-25,0-17,55201,2
5274,6,2023-06-18,18-45,127551,1
5275,6,2023-06-25,18-45,102041,2
5276,6,2023-06-18,46-65,41366,1
5277,6,2023-06-25,46-65,33093,2
5278,6,2023-06-18,65+,64239,1
5279,6,2023-06-25,65+,51391,2
